,val_loss,val_acc,loss,acc
0,2.222201094740913,0.6875,2.3546297476488225,0.6186835106382979
1,2.1336095356752,0.6944444444444444,2.1865274923595974,0.6499335106382979
2,2.1284597946537867,0.685515873015873,2.3187166076708348,0.6396276595744681
3,2.3996316970340787,0.6597222222222222,2.3003204613924026,0.6363031914893617
4,2.2839203817503795,0.691468253968254,2.2260889935683696,0.65625
5,2.1213598771700783,0.691468253968254,2.1576680008401263,0.659906914893617
6,2.2645863299331968,0.6795634920634921,2.1255738575090755,0.664561170212766
7,2.0877795493791975,0.691468253968254,2.045443747509667,0.663563829787234
8,2.1922279023934923,0.6924603174603174,2.2089278876305896,0.6572473404255319
9,2.147798815416911,0.691468253968254,2.1946231986772506,0.6678856382978723
10,2.292283624883682,0.6865079365079365,2.223627610805821,0.6705452127659575
11,2.211679810096347,0.7013888888888888,2.224491127945007,0.6658909574468085
12,2.266890241040124,0.6825396825396826,2.1471054252791912,0.6735372340425532
13,2.3161586012159074,0.6875,2.203940159938437,0.6745345744680851
14,2.2725995864186967,0.6775793650793651,2.154179930950743,0.6758643617021277
15,2.27694176681458,0.689484126984127,2.2578246244724762,0.6632313829787234
16,2.378352527580564,0.6875,2.2962441031543657,0.667220744680851
17,2.189523600396656,0.7053571428571429,2.215873553397808,0.6808510638297872
18,2.4357020523813038,0.6934523809523809,2.2289205165976225,0.6685505319148937
19,2.3564147637003945,0.6884920634920635,2.2019977334569742,0.6818484042553191
20,2.312319022322458,0.6954365079365079,2.2045732003418688,0.6825132978723404
21,2.2946334452856156,0.6994047619047619,2.310712741281679,0.6785239361702128
22,2.309233058066595,0.691468253968254,2.2788448083273907,0.6815159574468085
23,2.4364429598762873,0.6845238095238095,2.24421045849932,0.6665558510638298
24,2.3657942773803833,0.6904761904761905,2.078882862992109,0.6898271276595744
25,2.3072223710635353,0.6984126984126984,2.2826724814924786,0.6771941489361702
26,2.3093400890865023,0.7053571428571429,2.1302283925791965,0.6871675531914894
27,2.2755935939531478,0.6984126984126984,2.1895908179910895,0.6841755319148937
28,2.2745049359306457,0.6994047619047619,2.1443089880841844,0.6835106382978723
29,2.485914527423798,0.6795634920634921,2.208864453308126,0.680186170212766
30,2.398203807690787,0.7073412698412699,2.2632864248403846,0.6845079787234043
31,2.3850881873615206,0.7003968253968254,2.168174682313854,0.7034574468085106
32,2.381719108611818,0.7103174603174603,2.306902439908144,0.6914893617021277
33,2.3598053512119113,0.7043650793650794,2.2455164713814777,0.6848404255319149
34,2.36644771174779,0.7093253968253969,2.1330031873460147,0.7004654255319149
35,2.430342766973707,0.7073412698412699,2.181582577912969,0.6951462765957447
36,2.3577606460404774,0.6994047619047619,2.253894177364542,0.6891622340425532
37,2.593291496000593,0.689484126984127,2.141405868561978,0.7001329787234043
38,2.3845477028498574,0.7053571428571429,2.178484718771057,0.703125
39,2.328644584095667,0.7073412698412699,2.196167368600343,0.7017952127659575
40,2.433542013168335,0.7103174603174603,2.2300845025444125,0.6898271276595744
41,2.5689530684834434,0.6954365079365079,2.2497517336556254,0.6858377659574468
42,2.3980875630227345,0.6954365079365079,2.3335264567285776,0.6881648936170213
43,2.5010876977254473,0.6974206349206349,2.1804754250544183,0.6978058510638298
44,2.446349839369456,0.7043650793650794,2.1601343946729568,0.7054521276595744
45,2.4664750231636896,0.6994047619047619,2.1809346834792103,0.7007978723404256
46,2.4625816127610585,0.7043650793650794,2.1033154808856707,0.703125
47,2.5405560556858306,0.7043650793650794,2.121019334651213,0.7084441489361702
48,2.515969943432581,0.7013888888888888,2.1559259559404342,0.6968085106382979
49,2.4711641309753296,0.7033730158730159,2.160825254769619,0.6968085106382979
50,2.4825224989936467,0.7073412698412699,2.189223735107783,0.7027925531914894
51,2.296226401177664,0.7103174603174603,2.183525633191977,0.7057845744680851
52,2.5109216268100436,0.691468253968254,2.311173472251307,0.6938164893617021
53,2.459268885472464,0.6984126984126984,2.2105506581967655,0.7064494680851063
54,2.467171336450274,0.7013888888888888,2.1606914578253362,0.7004654255319149
55,2.4595588918716187,0.7103174603174603,2.173744238635644,0.7137632978723404
56,2.5474471355241444,0.7132936507936508,2.2276348512331174,0.7007978723404256
57,2.6119256142586,0.7013888888888888,2.1120714099998485,0.7124335106382979
58,2.5788661345602972,0.6924603174603174,2.174449845672922,0.707779255319149
59,2.608386760666257,0.7093253968253969,2.2311469212649984,0.7021276595744681
60,2.512452779781251,0.6964285714285714,2.1650125548402044,0.7101063829787234
61,2.4681459788292175,0.7023809523809523,2.227968568616408,0.7057845744680851
62,2.393902786194332,0.7043650793650794,2.1003262191773096,0.7184175531914894
63,2.5550900172619593,0.6964285714285714,2.142800228551347,0.71875
64,2.515317041722555,0.6964285714285714,2.2852847211538476,0.7014627659574468
